Material,GUID,ELEMENT ID,NAME,GLOBALID,START DATE,END DATE,DURATION
RC WALL,44f483d2-8d6f-4044-b647-5a855500eefd,548533,Basic Wall:RC 800MM:548533,14z8FIZMz0HBP7MeLL0Exz,21-05-2020 13:30,02-07-2020 00:30
